Tweeter ,retweet count,liked count,language,Emotion,polarity,Postive/Neg,Sensitive ,text,,
@MaartenWildeman,0,0,en,surprise,negative,82,FALSE,Plot twist: @realDonaldTrump is being used by international law enforcement to track down money laundering across the globe (or for the non #flatearthsociety members: around the globe). @USTreasury what are the chances Saudi Arabian leaders will be declared #OFAC SDN?,,
@a_prime_gaming,0,1,en,unknown,positive,83,FALSE,It has come to my attention that Washington is just a flat state that only further proves the fact that Earth-Chan is flat. #flatearthsociety #flatearth #youtuber #lol #meme #gamergirl,,
@Yeltsin_Cortez,42,0,en,joy,positive,84,FALSE,RT @FlatEarthOrg: Good evening!https://t.co/G1s0lv7Zjg#FlatEarth #FlatEarthSociety https://t.co/zA7cfDfjbU,,
@lumpy_coal,42,0,en,joy,positive,85,FALSE,RT @FlatEarthOrg: Good evening!https://t.co/G1s0lv7Zjg#FlatEarth #FlatEarthSociety https://t.co/zA7cfDfjbU,,
@angalcala1,42,0,en,joy,positive,86,FALSE,RT @FlatEarthOrg: Good evening!https://t.co/G1s0lv7Zjg#FlatEarth #FlatEarthSociety https://t.co/zA7cfDfjbU,,
@Ercanistiklal,42,0,en,joy,positive,87,FALSE,RT @FlatEarthOrg: Good evening!https://t.co/G1s0lv7Zjg#FlatEarth #FlatEarthSociety https://t.co/zA7cfDfjbU,,
@TomsTheName,42,0,en,joy,positive,88,FALSE,RT @FlatEarthOrg: Good evening!https://t.co/G1s0lv7Zjg#FlatEarth #FlatEarthSociety https://t.co/zA7cfDfjbU,,
@FlatEarthRT,1,0,en,unknown,neutral,88,FALSE,RT @ErisoftheValley: Unless you wanna try to tell me the earth is flat. One of us would be off the roof real quick. ?#flatearther fight i�,,
@ErisoftheValley,1,0,en,unknown,neutral,88,FALSE,Unless you wanna try to tell me the earth is flat. One of us would be off the roof real quick. ?#flatearther fight in the comments in 3...2... https://t.co/Uof3mICTEx https://t.co/r05FjpgIJM,,
@Shanett89416053,2,0,en,unknown,negative,87,FALSE,RT @ParisUsa333: Hi my Flatearther family! Let�s try to fight the control opposition who misinformed others by pretending that Flat earth i�,,
@chrisshields10,0,0,en,unknown,negative,86,FALSE,@Pmacgiollabhain Flatearther logic! Hard to argue with. ?,,
@dingleberrydwe4,2,0,en,unknown,negative,85,FALSE,RT @ParisUsa333: Hi my Flatearther family! Let�s try to fight the control opposition who misinformed others by pretending that Flat earth i�,,
@ParisUsa333,2,17,en,joy,negative,84,FALSE,Hi my Flatearther family! Let�s try to fight the control opposition who misinformed others by pretending that Flat earth is disc floating in space by all tweeting together for 1 week: �There is no space!� what do u guys think about it?,,
@SeanMElliott,0,0,en,unknown,neutral,84,FALSE,Oh wow. That's going to have every climate conspiracy theorist and flatearther going nuts ... https://t.co/6DVWoI5YdF,,
@jfbischoff,0,1,en,joy,positive,85,FALSE,Great article by @BMackelprang #GenomeEditing offers a safer and more #sustainable future for food and #agriculture. The science is clear.#ClimateChangeIsReal #EvolutionIsReal Don't be a #FlatEarther. https://t.co/zLZA4D3JMh,,
@hbailliestrong,0,1,en,unknown,positive,86,FALSE,Also a possible #flatearther according to him interview in @thetimes this weekend ? https://t.co/HxaM4ORXP7,,
@prlrlr,0,2,en,unknown,negative,85,FALSE,siete prolly has gone to different skydoms but hes still a flatearther huh,,
@Royal_Time,0,0,ko,unknown,positive,86,FALSE,?? Flatearthers? ??? ????. ??? ?? Flatearther? ???? ? ??? ?? ???. https://t.co/XlU0HLOiO5,,
@3kv,0,0,en,unknown,positive,87,FALSE,Hahaaaa right! How do you explain being able to sail AROUND the earth? Oh.. and what's underneath? #flatearther #crackpots https://t.co/ZNmJD9sqMN,,
@GoldenerAluhut,0,24,de,unknown,positive,88,FALSE,Flatearther und die wissenschaftliche Methode. #mussmanwissen #researchflatearthHintergrund ist dieser Fernsehbeitrag: https://t.co/EA3OxcfknU https://t.co/jscLpesghc,,
@TerreurNeutre,0,0,fr,fear,negative,87,FALSE,J'ai rarement vu autant de raccourcis condens�s. C'est aberrant de dire des choses pareilles pire de les r�p�ter sans filtre critique. Comment rendre toute th�orie equivoque... kennedy=religion=flatearther #path�tique et  #m�prisant envers le r�el les lecteurs. @MonnatL https://t.co/xkzHVFcdpm,,
@Mezghitane01,0,9,fr,unknown,positive,88,FALSE,Mon coll�gue complotiste et #flatearther va me manquer ? je fais comment moi maintenant pour commencer mes journ�es sans discours sur les francs ma�on et du nouvel ordre mondial???,,
@AlexxBeezy,9943,0,en,unknown,positive,89,FALSE,RT @rihodd: me: *getting jumped by a group of flat earthers*flat earther: �take em to the edge� me: https://t.co/T7Nk2rPrXS,,
@1_SeptemSeptem,0,1,en,anger,neutral,89,FALSE,@khakipillowslip @Smamfa75 @PeterOHanrahaH @ericdubay I miss that little guy ?? not only was he a flat earther but a necrophiliac too I didnt think flat earth folk could fit another hobby into their lives being flat earth isn't just a hobby its life ya kn,,
@Ssamm95,211,0,en,unknown,negative,88,FALSE,RT @SaywhatNathan: Wore this shirt today.  A few people misunderstood that it's an anti-colonial statement and thought I was a flat earther�,,
@DoctorKarl,0,3,en,unknown,positive,89,FALSE,Can anybody provide a nice set of links for bringing a Flat Earther further along the Hard Path to knowledge/wisdom/enlightenment? https://t.co/QLkhbvTOuE,,
@MalachiteTiger,0,0,en,unknown,negative,88,FALSE,@RucksackInst Called it!Invokes science and then starts trying to throw science out when it doesn't say what he assumed it would.You're a flat earther now Rucksack. Congrats.,,
@earthisaglobe,0,2,en,unknown,negative,87,FALSE,@green_life_love @DougSt3v3ns @AiNaTow @LordMolnar @debiacharya1969 @N0T0R1ETY @Camaroni1000 @X_BikiniBear_X @SwearWars @elpoeptsoleht @T__E__S__L__A @DeanKo @keigh_see @_lets_do_it_ �I was a hollow earther but there�s no proof�... and now you�re ,,
@Sancheesy4sheez,0,0,en,unknown,positive,88,FALSE,@SaraJBenincasa I didn't know louie ck knew how to use emoji stickers so well...also just became a flat earther,,
@keefybabe,0,0,en,unknown,positive,89,FALSE,@Hbomberguy I want a flat earther video. So much.,,
@21pockets,0,0,en,unknown,negative,88,FALSE,@revelation365 lol silly flat-earther,,
@SaintSGA,0,0,en,unknown,neutral,88,FALSE,@Hbomberguy As a separate video? Or did the death note movie have some flat earther hidden messages?,,
@DougSt3v3ns,0,0,en,unknown,negative,87,FALSE,@AiNaTow @LordMolnar @debiacharya1969 @N0T0R1ETY @Camaroni1000 @X_BikiniBear_X @SwearWars @elpoeptsoleht @T__E__S__L__A @DeanKo @keigh_see @green_life_love @_lets_do_it_ @earthisaglobe Anyway I�m more of a hollow earther than a flat eartherhttps://t.co/,,
@thiz0710,0,4,en,unknown,positive,88,FALSE,@AiNaTow @maxheadroom1983 @PeterValdo @_zero_gravitas @GerbusJames @JBadass408 @FlatSlugbrains @dwolfman54 @Tinman_73 @TheCarp86835734 @cbridger954 @keigh_see @TeemoClash @badibulgator @zahadoom @def732dan @globalist13903 @BostonsBuddha @AuntieScience @hp,,
@epichrist,8,0,en,unknown,neutral,88,FALSE,RT @FaceLikeTheSun: Flat Earther: �The elite forgot to clean up after trying to deconstruct the ice wall!!�Hollow Earther: �The elites fo�,,
@nedepaz,8,0,en,unknown,neutral,88,FALSE,RT @FaceLikeTheSun: Flat Earther: �The elite forgot to clean up after trying to deconstruct the ice wall!!�Hollow Earther: �The elites fo�,,
@BriarBush,211,0,en,unknown,negative,87,FALSE,RT @SaywhatNathan: Wore this shirt today.  A few people misunderstood that it's an anti-colonial statement and thought I was a flat earther�,,
@jqh5551,0,0,en,anger,neutral,87,FALSE,@JoyceCarolOates By putting down any group or passing laws that deny rights to any group is what evil power is all about.  if we fail to stop this trend here and now the world will experience another dark age and perhaps we will all live on a flat planet ,,
@linzrockt,0,0,en,anger,negative,86,FALSE,RT @Stevesixty7: @Carl_Froch Yeah it's obvious that the earth is flat despite the images of the planet from space. You can see the curvatur�,,
@BearKnight116,0,0,en,unknown,negative,85,FALSE,@Tetrisdroid I always tell flat earthers that obviously the planet is a circle because when you see it from space it's round,,
@RepublicoftheUS,3,0,en,anger,negative,84,FALSE,RT @TS_SCI_MAJIC12: The Earth is not flat.People who push this theory should be considered hostile enemy combatants of the people on this�,,
@jwativ,0,10,en,unknown,negative,83,FALSE,"@Timcast ""doesn't make sense medically or biologically""This statement is about as scientific as a flat earther's opinion on the shape of our planet.",,
@UnoriginalBlu,0,0,en,unknown,neutral,83,FALSE,@FlatEarthOrg I have a question: if you think the Earth is flat how does water stay on the planet? (Note I'm not trying to disprove you all or start a heated argument nor do I wish to downplay your beliefs. I'm just curious about what you all think that's,,
@darren_melick,0,0,en,joy,positive,84,FALSE,@PAyers19 @Mikeonterra @rsmewborn @SarahLies4Trump @realDonaldTrump @RonDeSantisFL Is all knowing.???? Science changes daily. You can't be that dence? People used to think the earth was flat. Dinosaurs roamed this planetI guess they must have caused globa,,
@DeflatedWaffles,0,0,en,unknown,negative,83,FALSE,There�s actual people on this planet that believe that the earth is flat and that actually boggles my mind,,
@donald_j_putin,0,0,en,unknown,positive,84,FALSE,@Maddygram @RockyMntnMike DA, aside from the fact that average ORange ONe supporter still thinks Earth is flat I really hate to break it to them that Pluto has been you know demoted. https://t.co/QReicNHELM,
@Dcf4real,0,0,en,joy,positive,85,FALSE,@thenaturalguide Its not right to allow a child to live in a world like this. Earth flat/globe does not matter. Earth is over populated by humans and we are killing it. Human rights are fine but what about planet rights? Don't stop vaccinations stop breed,,
@MRVernonRM,0,0,en,unknown,positive,86,FALSE,@BostonsBuddha Flat earthers don�t believe we ever sent a rover to Mars so photographic evidence from the planet is faked. Full stop.,,
@a_alesy,0,1,en,joy,neutral,86,FALSE,@Rschooley a globalist is shaped like a globe. I�m a flat earthist I believe in a plane. Call me a planet.,,
@fdseaboch,0,0,en,unknown,positive,87,FALSE,@BoeingSpace Theres no planet just a plane the earth is flat,,
@cumberickman,0,0,en,unknown,positive,88,FALSE,@postlive @VP @JimBridenstine @BillNye @gtwhitesides @Astro_Ferg @VicGlover Will Pence explain how liftoff is achieved from a flat planet?,,
@robbie18p,1,0,en,unknown,positive,89,FALSE,RT @damnitmadeline: One of my coworkers is a flat earther who doesn't believe in interracial marriage & also keeps convincing herself she h�,,
@ParisUsa333,10,0,en,unknown,positive,90,FALSE,RT @phiroc: Our present cosmology is joke! How can a fixed monument pointing at the North Star be always visible while the Earth solar sys�,,
@jasdude,4,0,en,unknown,positive,91,FALSE,RT @ufotruther: I think the biggest reason that FE matters is that it may be the one thing that could wake up the masses in time. When some�,,
@subhash77niul,3,0,en,unknown,positive,92,FALSE,RT @birajanath: Science ? But your science says earth is flat.... https://t.co/7sQ7GSke4R,,
@MoistFarms,0,0,en,anger,positive,93,FALSE,@malcolmshabazz6 @TheDotP @TalbertSwan Also I acknowledge that there are more believers the non-believers but if you have a high number of people believing in god(s) a good percentage believe their god(s) is/are the correct diety(ies). There was a time wh,,
@drunkenufopilot,0,0,en,unknown,positive,94,FALSE,I liked a @YouTube video https://t.co/td4HZd5feN This Flat Earth Conference is Absolutely Phenomenal,,
@jnd4588,0,0,en,joy,negative,93,FALSE,@Discoveringme40 @RealSaavedra Your reaction to the attempt on the life of a liberal figure widely demonized as a (((globalist))) shill by the right is to assume it was a false flag operation by liberals to make Republicans look bad. Mkay.I have a flat ea,,
@iris_the_seal,81,0,en,unknown,negative,92,FALSE,RT @childant: nct au where they debate whether the earth is flat,,
@debiacharya1969,0,1,en,joy,positive,93,FALSE,@N0T0R1ETY @Camaroni1000 @elpoeptsoleht @SwearWars @T__E__S__L__A @DeanKo @keigh_see @AiNaTow @green_life_love @_lets_do_it_ @DougSt3v3ns @earthisaglobe The elites kept the poles out of bounds and allowed people to live their lives within 60 Deg Lattitude,,
@InvalidAtma,0,0,en,unknown,neutral,93,FALSE,@Shehla_Rashid But your islamic science says 1) Earth is flat  2)flood happens due to women menstruation.3) Goatsex is better for muslim men4) Earthquake happens due to women wearing jeans5) Raping own or other kids is scientific part....etcsays by Imam?.,,
@alexisonfire303,0,1,en,unknown,positive,94,FALSE,@Nahdya777 @mirandadied4u @NoScienceDenial @rkdoctr @JustBasharico @orna_verum @yrysbryd @Alawnguy @BlackPanther963 @JHerbatov @IngridIngwah @PradBlain @Atheism_Has_Nil @Megavolt1 @ciferknight @Charlesthornt @Maxisnax @debbiepalm44 @Alt__Jesus @rjmx @Bria,,
@CoreaFlat,4,0,en,unknown,negative,93,FALSE,RT @phiroc: By design for water drainage the roads curved left to right and as you can see shadows do follow that spherical declination bu�,,
@Janusvh,7,0,en,unknown,positive,94,FALSE,RT @PatheticLoserAB: The Flat Earth Society is very well known around the world.,,
@emmasmills,5426,0,en,unknown,positive,95,FALSE,RT @rad_milk: if the earth is flat then why am i having such a ball,,
@JackHessing1,0,0,en,unknown,positive,96,FALSE,@harry_prior Earth is flat x,,
@1_SeptemSeptem,0,0,en,unknown,positive,97,FALSE,@ericdubay THE EARTH IS NOT FLAT! THE EARTH IS NOT FLAT! THE EARTH IS NOT FUCKING FLAT!!,,
@ParisUsa333,10,0,en,unknown,positive,98,FALSE,RT @phiroc: Our present cosmology is joke! How can a fixed monument pointing at the North Star be always visible while the Earth solar sys�,,
@jasdude,4,0,en,unknown,positive,99,FALSE,RT @ufotruther: I think the biggest reason that FE matters is that it may be the one thing that could wake up the masses in time. When some�,,
@BaerbelW,0,0,en,unknown,negative,98,FALSE,@DoctorKarl How about a link to @LogicofScience�s 6 major problems with a flat Earth?https://t.co/0wcAypMBH5,,
@mattdkerr,11,0,en,unknown,negative,97,FALSE,RT @PersianRose1: �How about a reality TV show in which flat-earthers compete with each other to find the edge of the earth?�,,
@subhash77niul,3,0,en,unknown,positive,98,FALSE,RT @birajanath: Science ? But your science says earth is flat.... https://t.co/7sQ7GSke4R,,
@MoistFarms,0,0,en,anger,positive,99,FALSE,@malcolmshabazz6 @TheDotP @TalbertSwan Also I acknowledge that there are more believers the non-believers but if you have a high number of people believing in god(s) a good percentage believe their god(s) is/are the correct diety(ies). There was a time wh,,
@drunkenufopilot,0,0,en,unknown,positive,100,FALSE,I liked a @YouTube video https://t.co/td4HZd5feN This Flat Earth Conference is Absolutely Phenomenal,,
@Tyrhaynes,0,1,en,unknown,negative,99,FALSE,Damn it. Vaccinate your babies you backward flat earth idiots! Fuck. https://t.co/sYXQzMxgtC,,
@jnd4588,0,0,en,joy,negative,98,FALSE,@Discoveringme40 @RealSaavedra Your reaction to the attempt on the life of a liberal figure widely demonized as a (((globalist))) shill by the right is to assume it was a false flag operation by liberals to make Republicans look bad. Mkay.I have a flat ea,,
@combykinglock,20151,0,en,unknown,positive,99,FALSE,RT @NiggazWILIN: Imagine getting jumped by flat earth mfs then they say take his ass to the edge,,
@iris_the_seal,81,0,en,unknown,negative,98,FALSE,RT @childant: nct au where they debate whether the earth is flat,,
@janner1918,2,0,en,unknown,positive,99,FALSE,RT @janner1918: https://t.co/M3T15WtowbThe Best Biblical You Tube Channel Celebrating Our Flat Stationary Earth...Come & join us !,,
@1_SeptemSeptem,0,1,en,anger,neutral,99,FALSE,@khakipillowslip @Smamfa75 @PeterOHanrahaH @ericdubay I miss that little guy ?? not only was he a flat earther but a necrophiliac too I didnt think flat earth folk could fit another hobby into their lives being flat earth isn't just a hobby its life ya kn,,
@cIassygirIs,0,0,en,unknown,negative,98,FALSE,wish i didnt start discussing the flat earth theory in the middle of brain jar last night,,
@SchiffBase,0,0,en,joy,positive,99,FALSE,@Arslan_Bhangu @Dipdil @DwijeshJ @HarbirSingh_ @TarekFatah @Daljeet18078965 @Shehla_Rashid From flat earth to al-nar what a great fall!I warned you in the beginning.,,
@jarek_wiatr,67,0,en,unknown,positive,100,FALSE,RT @WeAreWakinUp: They are telling u the Truth #InPlaneSight come on ! Look into #FlatEarth for yourself !!!! #NASAlies  #MoonHoax ! https�,,
@ArseniKarp,2,0,en,unknown,positive,101,FALSE,RT @TheBigBigSis: created my first meme for my dear #flatearth community https://t.co/3xAVvIQiCB,,
@ArseniKarp,2,0,in,unknown,positive,102,FALSE,RT @ElMahbub7: Aku akhir-akhir ini semakin menjadi percaya bahwa : Bumi itu datar.#FlatEarth,,
@ArseniKarp,2,0,en,unknown,positive,103,FALSE,RT @green_life_love: I don't know why it is normal to accept that some force exists to pull or push us to Ground. Gravity is one such force�,,
@ArseniKarp,2,0,en,joy,neutral,103,FALSE,RT @green_life_love: #Globetards are comfortable Humans from the current social systems around the word where as #flatearth people just kic�,,
@ArseniKarp,2,0,en,unknown,negative,102,FALSE,RT @khakipillowslip: So I�ve been busy doing #FlatEarth �Science� at home in the 5 minutes I spent cleaning my teeth... #Mememaking #FlatE�,,
@TheBigBigSis,0,1,en,unknown,positive,103,FALSE,second one cause this dude was mad#flatearth https://t.co/UMVgSGX1IG,,
@maxheadroom1983,2,0,en,unknown,positive,104,FALSE,RT @TheBigBigSis: created my first meme for my dear #flatearth community https://t.co/3xAVvIQiCB,,
@TheBigBigSis,2,2,en,unknown,positive,105,FALSE,created my first meme for my dear #flatearth community https://t.co/3xAVvIQiCB,,
@WeenieLinguini,2,0,in,unknown,positive,106,FALSE,RT @ElMahbub7: Aku akhir-akhir ini semakin menjadi percaya bahwa : Bumi itu datar.#FlatEarth,,
@WeenieLinguini,2,0,en,unknown,positive,107,FALSE,RT @green_life_love: I don't know why it is normal to accept that some force exists to pull or push us to Ground. Gravity is one such force�,,
@WeenieLinguini,2,0,en,joy,neutral,107,FALSE,RT @green_life_love: #Globetards are comfortable Humans from the current social systems around the word where as #flatearth people just kic�,,
@WeenieLinguini,2,0,en,unknown,negative,106,FALSE,RT @khakipillowslip: So I�ve been busy doing #FlatEarth �Science� at home in the 5 minutes I spent cleaning my teeth... #Mememaking #FlatE�,,
@WeenieLinguini,1,0,fr,unknown,positive,107,FALSE,RT @AlexandreVerdu1: Ah! Une autre �vidence que la terre ne tourne pas..#NASAlies #FlatEarth https://t.co/TwXhyTAhK4,,
@ElMahbub7,2,1,in,unknown,positive,108,FALSE,Aku akhir-akhir ini semakin menjadi percaya bahwa : Bumi itu datar.#FlatEarth,,
@rebeccafowler37,11,0,en,unknown,positive,109,FALSE,RT @JETHRO_D_DUDS: @Pilot_McBride @SkyNewsAust @rowandean @LiberalAus @TurnbullMalcolm The LNP will continue to demonise unions workersth�,,
@VetrepreneurOne,49,0,en,joy,positive,110,FALSE,RT @FlatEarthOrg: Good evening!https://t.co/G1s0lv7Zjg#FlatEarth #FlatEarthSociety https://t.co/zA7cfDfjbU,,
@HillbillySkill,11,0,en,unknown,positive,111,FALSE,RT @JETHRO_D_DUDS: @Pilot_McBride @SkyNewsAust @rowandean @LiberalAus @TurnbullMalcolm The LNP will continue to demonise unions workersth�,,
@suthernx,11,0,en,unknown,positive,112,FALSE,RT @JETHRO_D_DUDS: @Pilot_McBride @SkyNewsAust @rowandean @LiberalAus @TurnbullMalcolm The LNP will continue to demonise unions workersth�,,
@jude_endz,49,0,en,joy,positive,113,FALSE,RT @FlatEarthOrg: Good evening!https://t.co/G1s0lv7Zjg#FlatEarth #FlatEarthSociety https://t.co/zA7cfDfjbU,,
@kennethlove19,21,0,en,unknown,negative,112,FALSE,RT @BillNyeActorGuy: #FlatEarthSociety is controlled opposition. They're called on to make #FlatEarth/flat-earthers look ridiculous.#NASAl�,,
@NalakasuraAgung,0,0,en,unknown,neutral,112,FALSE,To the moon and back #FlatEarthSociety https://t.co/uNzDgWAs2e,,
@zorb33,0,0,en,joy,positive,113,FALSE,@NASA_ICE oh. don't show this to the #FlatEarthSociety please. for the love of all things round....,,
@pin7820,49,0,en,joy,positive,114,FALSE,RT @FlatEarthOrg: Good evening!https://t.co/G1s0lv7Zjg#FlatEarth #FlatEarthSociety https://t.co/zA7cfDfjbU,,
@RizkiAz98398413,70,0,en,unknown,positive,115,FALSE,RT @FlatEarthOrg: Paul Pierce weighs in on Kyrie's recent statements - why apologise for something self-evidently correct?https://t.co/G1�,,
@JeremiahMauch,49,0,en,joy,positive,116,FALSE,RT @FlatEarthOrg: Good evening!https://t.co/G1s0lv7Zjg#FlatEarth #FlatEarthSociety https://t.co/zA7cfDfjbU,,
@VetsInArms,6,0,en,anger,neutral,116,FALSE,RT @SynergEbooks: You could say the devil made me do it... but his book MORNING STAR'S TALE is already available in printhttps://t.co/I4o�,,
@socrates37,6,0,en,anger,neutral,116,FALSE,RT @SynergEbooks: You could say the devil made me do it... but his book MORNING STAR'S TALE is already available in printhttps://t.co/I4o�,,
@FriendsofHSR,6,0,en,anger,neutral,116,FALSE,RT @SynergEbooks: You could say the devil made me do it... but his book MORNING STAR'S TALE is already available in printhttps://t.co/I4o�,,
@VonChrouteul,49,0,en,joy,positive,117,FALSE,RT @FlatEarthOrg: Good evening!https://t.co/G1s0lv7Zjg#FlatEarth #FlatEarthSociety https://t.co/zA7cfDfjbU,,
@Antonio23441289,10,0,en,unknown,negative,116,FALSE,RT @ParisUsa333: Hi my Flatearther family! Let�s try to fight the control opposition who misinformed others by pretending that Flat earth i�,,
@gardensdesignwa,10,0,en,unknown,negative,115,FALSE,RT @ParisUsa333: Hi my Flatearther family! Let�s try to fight the control opposition who misinformed others by pretending that Flat earth i�,,
@SarahShattered,0,0,en,sadness,negative,114,FALSE,I get that no-one is obliged to reply. But what an odd response. #FlatEarther,,
@WeenieLinguini,2,0,es,unknown,positive,115,FALSE,RT @MiguelSkunk: #ResearchFlatEarth #FlatEarth #TierraPlana #NASALies #SpaceHoax #Astronot #Flatearther R.E.M. - Imitation Of Life. Tierra�,,
@MEConstitution,2,0,es,unknown,positive,116,FALSE,RT @MiguelSkunk: #ResearchFlatEarth #FlatEarth #TierraPlana #NASALies #SpaceHoax #Astronot #Flatearther R.E.M. - Imitation Of Life. Tierra�,,
@MiguelSkunk,2,1,es,unknown,positive,117,FALSE,#ResearchFlatEarth #FlatEarth #TierraPlana #NASALies #SpaceHoax #Astronot #Flatearther R.E.M. - Imitation Of Life. Tierra Plana | Flat Earth https://t.co/Z7GrymJY3S v�a @YouTube,,
@DLV_PRO,0,0,en,unknown,positive,118,FALSE,#Google is no #flateartherhttps://t.co/EnY4v7ilAU,,
@5XL_Fat,0,4,zh,unknown,positive,119,FALSE,@DeltonDing ?????Flatearther?gmap????????google???????,,
@marcybele,0,1,de,unknown,positive,120,FALSE,@KatQuat Mein Sohn meint er sei wie ein Flatearther...,,
@marcybele,0,0,de,unknown,negative,119,FALSE,Mein Sohn 13 hat grad ein Buch von ihm gelesen und in einem Tag mind 5 methodische Fehler gefunden. Er meinte der sei wie Flatearther. Dabei hatte ich noch gar nix gesagt... https://t.co/tGmo8P5DqI,,
@Brett_Mosley_,0,1,en,unknown,negative,118,FALSE,@liltayter We flatearther�s are used to ridicule. This does not phase me.,,
@NellHitchens,0,0,en,unknown,neutral,118,FALSE,@Gurdur Ask a flatearther why they don't take photos or videos of the rim and that is one of the answers. Not necessarily the Illuminati though.,,
@drifterceptor,10,0,en,unknown,negative,117,FALSE,RT @ParisUsa333: Hi my Flatearther family! Let�s try to fight the control opposition who misinformed others by pretending that Flat earth i�,,
@Robbie18771616,10,0,en,unknown,negative,116,FALSE,RT @ParisUsa333: Hi my Flatearther family! Let�s try to fight the control opposition who misinformed others by pretending that Flat earth i�,,
@SholaDogg,0,1,en,joy,positive,117,FALSE,@TheBigBigSis Haha it�s just the computer package I use it�s good for things like this.... I should have been working but got destructed by flatearther lol,,
@khakipillowslip,0,0,en,sadness,negative,116,FALSE,"@Tierraplana6 ""bullying"" haha. Why is it you can never get a straight answer to a question out of a Flat Earther?",,
@dreamdurian,4,0,en,unknown,negative,115,FALSE,RT @uItyenas: yena about to out herself as a flat earther in this show https://t.co/lJLWVj5KLZ,,
@Daisy_Pickess,0,0,en,unknown,positive,116,FALSE,@SPACEdotcom @RealClancyBrown The flat earther�s have found a place for their monthly meetings ?,,
@mariaaaa_br,396,0,en,unknown,negative,115,FALSE,RT @SaywhatNathan: Wore this shirt today.  A few people misunderstood that it's an anti-colonial statement and thought I was a flat earther�,,
@kameraone_deu,0,0,de,unknown,positive,116,FALSE,Die Erde ist eine Scheibe: Flat-Earther aus der ganzen Welt treffen sich zu Konferenz https://t.co/LqmZZ3WdI9,,
@vicentesanmigu1,0,0,en,unknown,negative,115,FALSE,@emojisus @FlatEarthRT Wow! you call them ignorant but in the same time you did not realize you have done a ignorant statement too!!! XD ps. I am not a official flat earther but someone who is watching(listening) the two sides of the argument!,,
@shininglightBH,4,0,en,unknown,negative,114,FALSE,RT @uItyenas: yena about to out herself as a flat earther in this show https://t.co/lJLWVj5KLZ,,
@fkamylan,9990,0,en,unknown,positive,115,FALSE,RT @rihodd: me: *getting jumped by a group of flat earthers*flat earther: �take em to the edge� me: https://t.co/T7Nk2rPrXS,,
@BasedKratos,9990,0,en,unknown,positive,116,FALSE,RT @rihodd: me: *getting jumped by a group of flat earthers*flat earther: �take em to the edge� me: https://t.co/T7Nk2rPrXS,,
@uItyenas,4,15,en,unknown,negative,115,FALSE,yena about to out herself as a flat earther in this show https://t.co/lJLWVj5KLZ,,
@LaurynnElise,0,0,en,joy,positive,116,FALSE,Ladies and gents I would just like to announce I am officially a flat earther,,
@3rdeyemikeGames,0,0,en,unknown,positive,117,FALSE,@NASA_ICE No flat earther's theories?,,
@mabsynthe,396,0,en,unknown,negative,116,FALSE,RT @SaywhatNathan: Wore this shirt today.  A few people misunderstood that it's an anti-colonial statement and thought I was a flat earther�,,
@jessidallass,234,0,en,unknown,positive,117,FALSE,RT @Snailmailband: valentine�s card from one flat earther to another: the earth may be flat but baby u make my world go round,,
@twtvero,9990,0,en,unknown,positive,118,FALSE,RT @rihodd: me: *getting jumped by a group of flat earthers*flat earther: �take em to the edge� me: https://t.co/T7Nk2rPrXS,,
@Camera75777374,0,0,en,unknown,negative,117,FALSE,@lensculture stop charging excessive fees for your competition entries. Nobody on this planet should be charged $60 to submit their photographs. $60 to some people is everything. Stop excluding people. $10 to $20 flat rate fee for everyone is acceptable. ,,
@Camera75777374,0,0,en,unknown,negative,116,FALSE,@lensculture stop charging excessive fees for your competition entries. Nobody on this planet should be charged $60 to submit their photographs. $60 to some people is everything. Stop excluding people. $10 to $20 flat rate fee for everyone is acceptable.,,
@RichardGortonUK,0,0,en,unknown,negative,115,FALSE,@ninjashoes Not meaning to ridicule never my intention. There's evidence everywhere but a cheap telescope and you'll see every planet etc is round. Why would we be any different? Flat Earth is just a ruse I think  just their angle to make money- beats wor,,
@iamkayversatile,0,0,en,unknown,negative,114,FALSE,I believe this with all my heart ? I�ve always thought this. There is no space ? Earth is not a planet ????? That explains why everything is flat. Expand you mind and think deeper. Question everything that you�ve already learned. Dig deep ? https://t.co/L91VxrSYSy,,
@INDIAN_SHAAN96,0,1,en,sadness,neutral,114,FALSE,"@smile4u_isl @kkanand14 @defencedotpk Once pakistan will get corruption money back pakistan will provide loan to USA. They will buy whole solar planet. They will make colony on moon and then they will say ""earth is flat because it's written in quran"" ????",,
@DavidGreth3,0,1,en,unknown,negative,113,FALSE,@MikeBloomberg @BloombergDotOrg @CityPGH @PhiladelphiaGov @CityOfBoston The Data is not truthful ! 1971 to 2009 should not be the basis of a climate agenda! You show me the Data from 1950 to 2018....planet is flat or cooling FactYou and others are polariz,,
@curiosityone,0,0,en,unknown,negative,112,FALSE,@atifthepoet In Canada & USA there are people who believe that earth is flat and man didn�t land on the moon and there are people who believe in existence of Planet X too!,,
@MiriamPossitani,0,2,en,anger,negative,111,FALSE,@VCSParent @Frankvdb711 @margelliott6 @s_schuckman So is Aust. on the underside of the flat planet or just a made up place.{I ask because if we are on the underside We'd be hanging upside down like bats and I hate being upside down.Can I come over to the ,,
@ljparmely,0,0,en,unknown,neutral,111,FALSE,@politico @JoeNBC If anyone believes there is a 10% tax cut for the middle class coming I have a flat planet for sale.,,
